Error: Circular reference	Агха: аитерациатә зхьарԥш
Invalid increment	Ииашам ашьаҿа
You have entered an invalid name. AutoFormat could not be created.  Try again using a different name.	Иҭажәгалеит изымуа ахьӡ. Иауам Автоформат аԥҵара. Иалышәх даҽа хьӡык.
Range	Адиапазон
Yes	Ааи
No	Мап
Protection	Ахьчара
Formulas	Аформулақәа
Hide	Иҵәахтәуп
Print	Акьыԥхьра
(optional)	(ихымԥадатәиӡам)
(required)	(ихымԥадатәиуп)
Comments	Акомментариқәа
Are you sure you want to delete the selected sheet(s)?	Ианыхтәума иалху абӷьыцқәа?
Are you sure you want to delete the selected scenario?	Ианыхтәума иалху асценари?
Export Text File	Атеқсттә фаил ахь аекспорт
Import Lotus files	Lotus афаилқәа римпорт
Import DBase files	DBase афаилқәа римпорт
DBase export	DBase аекспорт
Dif Export	Dif аекспорт
Dif Import	Dif Аимпорт
Text	Атекст
Note	Азгәаҭа
Status	Астатус
Good	Ибзиоуп
Warning	Агәаҽанҵара
Error	Агха
Result2	Алҵшәа2
Report	Аҳасабырба
The spellcheck of this sheet has been completed.	Ари абӷьыц аҟны ихыркәшоуп аорфографиа агәаҭара.
Insert Sheet	Иҭаргылатәуп абӷьыц
Delete Sheets	Ианыхтәуп абӷьыцқәа
Rename Sheet	Абӷьыц ахь ԥсахтәуп
Color Tab	Аԥштәқәа ртаблица
Color Tabs	Аԥштәқәа ртаблица
Move Sheets	Ииагатәуп абӷьыцқәа
Copy Sheet	Икопиатәуп абӷьыц
Append sheet	Иацҵатәуп абӷыц
Show Sheet	Иаарԥштәуп абӷьыц
Show Sheets	Иаарԥштәуп абӷьыцқәа
Hide sheet	Иҵәахтәуп абӷьыц
Hide sheets	Иҵәахтәуп абӷьыцқәа
Flip sheet	Ианырԥштәуп абӷьыц
AutoFilter not possible	Автофильтр ауам
Scenario not found	Асценари ԥшаам
Do you really want to delete the entry #?	Ианыхтәума аелемент #?
Objects/Images	Абиеқтқәа/Асахьақәа
Charts	Адиаграммақәа
Drawing Objects	Асахьақәа
Show	Иаарԥштәуп
Top to bottom	Хыхьынтә ҵаҟа
Left-to-right	Армарахьтә арӷьарахь
Grid	Аихыршь
Row & Column Headers	Ацаҳәақәеи аиҵагылақәеи рыхқәа
Zero Values	Инультәу аҵакқәа
Print direction	Акьыԥхьра ахырхарҭа
First page number	Актәи адаҟьа аномер
Width	Аҭбаара
Height	Аҳаракыра
One page	Даҟьак
automatic	автоматикала
Statistics	Астатистика
The link could not be updated.	Азхьарԥш арҿыцра ауам.
File:	Афаил:
Sheet:	Абӷьыц:
Overview	Аҭыԥхәаԥшра
Doc.Information	Адокумент иазкны
Printed	Икьыԥхьуп
by	аҟынтәи
on	аҟны
The table could not be inserted.	Атаблица абжьаргылара ауам.
The sheets could not be deleted.	Абӷьыцқәа раныхра ауам.
Image	Асахьа
Invalid name.	Изымуа ахьӡ.
Selected macro not found.	Иалху амакрос ԥшаам.
Invalid value.	Изымуа аҵакы.
calculating	аихшьалара
sorting	асортра
Adapt row height	Ацәаҳәа аҳаракыра азалхра
Compare #	Еиҿырԥштәуп #
Delete contents	Ианыхтәуп аҵакы
%1 R  x %2 C	%1 R  x %2 C
More...	Иҵегь...
Invalid range	Изымуа адиапазон
Chart Title	Адиаграмма ахы
Axis Title	Агәҵәы ахы
None	Мап
Do you want to replace the contents of #?	Иалаԥсахтәума аҵанакы #?
Width:	Аҭбаара:
Height:	Аҳаракыра:
<empty>	(иҭацәуп)
#1 inserted	#1 иҭаргылоуп
#1 deleted	#1 аныхуп
Array formula  %1 R x %2 C	Аматрица %1 R x %2 C аформула
Hangul/Hanja Conversion	Аиҭакра хангыль/ханча
Select Cell	Иалхтәуп абларҭа
Select Range	Иалхтәуп адиапазон
Select Database Range	Иалхтәуп адырқәа рдиапазон
Go To Row	Ииастәуп ацәаҳәа ахь
Go To Sheet	Ииастәуп абӷьыц ахь
Define Name for Range	Иазалхтәуп адиапазон ахьӡ
Chinese conversion	Акитаи бызшәа аиҭакра...
Manual	Напыла
Automatic	Автоматикала
Nested arrays are not supported.	Еигәылаҵоу амассивқәа аднакылом.
Text to Columns	Атеқст еиҵагылала
Unknown User	Идырым ахархәаҩ
AutoShape	Автофигура
Rectangle	Акәакьҭаиаша
Line	Ацәаҳәа
Oval	Овал
Button	Акнопка
Option Button	Аиҭарсга
Label	Аҭыԥрбага
List Box	Ахьӡынҵа
Group Box	Агәыԥ
Spinner	Аԥхьаӡага
Cell Styles	Абларҭа астильқәа
Page Styles	Адаҟьа астильқәа
Insert Current Date	Иҭаргылатәуп уажәтәи арыцхә
Insert Current Time	Иҭаргылатәуп уажәтәи аамҭа
Name	Ахьӡ
(multiple)	(ԥыҭк)
Document (Global)	Адокумент (глобалла)
Cell value	Абларҭа аҵакы
DataBar	Агистограмма
IconSet	АдыргаҷқәаРеизак
is between	рыбжьара
is not between	рыбжьара акәымкәа
Formula is	Аформула
Date is	Арыцхә
is an error code	агха акод
is not an error code	акод агха акәӡам
contains	иаҵанакуеит
does not contain	иаҵанакӡом
today	иахьа
yesterday	иацы
tomorrow	уаҵәы
in the last 7 days	аҵыхәтәантәи 7 мшы
this week	ари амчыбжь
last week	иҳаҩсыз амчыбжь
next week	анаҩстәи амчыбжь
this month	ари амза
last month	иҳаҩсыз амза
next month	анаҩстәи амза
this year	ари ашықәс
last year	иҳаҩсыз ашықәс
next year	анаҩстәи ашықәс
Seconds	Асекундқәа
Minutes	Аминутқәа
Hours	Асааҭқәа
Days	Амшқәа
Months	Амзақәа
Quarters	Акварталқәа
Years	Ашықәсқәа
Undefined name as formula cell.	Аформула абларҭазы еилкаам ахьӡ.
Formula cell must contain a formula.	Абларҭа иаҵанакуазароуп аформула.
Copy List	Ахьӡынҵа акопиа ахыхтәуп
No Data	Аадырқәа ыҟаӡам
Print Range Empty	Акьыԥхьра адиапазон ҭацәуп
Convert Formula To Value	Аформула аҵакахьы ииагатәуп
Enter a value!	Иҭажәгал аҵакы!
General	Азеиԥшқәа
Number	Ахыԥхьаӡаратә
Percent	Апроценттә
Currency	Аԥаратә
Date	Арыцхә
Time	Аамҭа
Scientific	Анаукатә
Fraction	Афункциа
Boolean Value	Алогикатә
Text orientation angle	Атекст аориентациа акәакь
Wrap text automatically: On	Жәа-жәала аиагара: Иаҿак.
Wrap text automatically: Off	Жәа-жәала аиагара: Иаҿых.
Indent: 	Ахьаҵ: 
Average	Ибжьаратәу
Count (Numbers only)	Аԥхьаӡа (ахыԥхьаӡара мацарақәа)
Impossible to connect to the file.	Иауам афаил аҽаҿакра.
File could not be opened.	Иауам афаил аартра.
An unknown error has occurred.	Иеилкаам агха.
Unknown Lotus1-2-3 file format.	Lotus1-2-3 афаил идырым аформат.
Connection to the file could not be established.	Иауам афаил аҽаҿакра.
$(ARG1)	$(ARG1)
Database field	Адырқәа рбаза аҭакыра
Year	Ашықәс
Month	Амза
Day	Амш
Number	Ахыԥхьаӡара
Date 1	Арыцхә 1
Date 2	Арыцхә 2
Type	Атип
Start date	Алагамҭа арыцхә
End date	Аҵыхәтәантәи арыцхә
List of dates	Арыцхәқәа рыхьӡынҵа
Hour	Асааҭ
Minute	Аминуҭ
Second	Асекунд
The start date.	Алагамҭа арыцхә.
The end date.	Аҵыхәтәантәи арыцхә.
Interval	Аинтервал
Mode	Арежим
Rate	Арыцхә
Cost	Ахәԥса
Life	Ацәаҳәа
End	Анҵәамҭа
Value 	Аҵакы
Values	Аҵакы
Values	Аҵакқәа
Value	Аҵакы
Returns TRUE if the value is not text.	Иҳанаҭоит TRUE, аҵакы теқстымзар.
Returns TRUE if value is text.	Иҳанаҭоит TRUE, аҵакы теқстзар.
Returns TRUE if the cell is a formula cell.	Иҳанаҭоит TRUE, абларҭа аформула иабларҭазар.
Reference	Азхьарԥш
Returns the formula of a formula cell.	Иҳанаҭоит абларҭа аформула.
The formula cell.	Аформула абларҭа.
Returns the data type of a value (1 = number, 2 = text, 4 = Boolean value, 8 = formula, 16 = error value, 64 = array).	Иҳанаҭоит адырқәа рыхкы аҵакы (1 - ахыԥхьаӡара, 2 - атеқст, 4 - алогикатә ҵакы, 8 - аформула, 64 - амассив).
Test	Атеқст
Number 	Ахыԥхьаӡара
Criteria	Акритери
Range 	Адиапазон
Criteria 	Акритери
Number 1	Ахыԥхьаӡара 1
Number 2	Ахыԥхьаӡара 2
Number X	Ахыԥхьаӡара X
Number Y	Ахыԥхьаӡара Y
Angle	Акәакь
Dividend	Ишатәу
Function	Афункциа
Options	Апараметрқәа
The number to be truncated.	Иформатркхо ахыԥхьаӡара.
The number to be rounded.	Иформатркхо ахыԥхьаӡара.
Mode	Амодель
The size of the unitary array.	Иактәу аматрица ашәагаа.
Array 	Амассив
Stats	Астатистика
New data X	Иҿыцу адырқәа Х
New data X	Иҿыцу адырқәа X
Value 	Аҵакы 
Number 	Ахыԥхьаӡара 
Alpha	Альфа
Probability	Аиашақәшәара
Lambda	Лиамбда
Beta	Бета
Size	Ашәагаа
mu	миу
sigma	сигма
mu	Миу
sigma	Сигма
Column	Аиҵагыла 
ABS	Aзхьарԥш атип
A1	А1
Index	Аиндекс
Rows	Ацәаҳәақәа
Columns	Аиҵагылақәа
Applies a Style to the formula cell.	Иқәнаргылоит аформула зҵазкуа абларҭа астиль.
Style	Астиль
Server	Асервер
URL	URL
Cell text	Абларҭа атеқст
Converts a number to text (Baht).	Иианагоит ахыԥхьаӡара атеқст ахь (Baht).
The text to convert.	Аконвертациа ззухо атеқст.
The code value for the character.	Асимвол акод.
Removes all nonprintable characters from text.	Ианнахуеит атеқст аҟынтәи акьыԥхьра зымуа асимволқәа.
The text from which nonprintable characters are to be removed.	Атеқст, зҟынтәи акьыԥхьра зымуа асимволқәа ахьаныххо.
Test	Атест
Range 	Адиапазон 
Text 1	Атеқст 1
Text 2	Атеқст 2
Find text	Иԥшаатәу атеқст
The text to be found.	Иԥшаатәу атеқст.
The text in which a search is to be made.	Иахьыԥшаатәу атеқст.
Position	Аҭыԥ
Converts text to lowercase.	Иарбоу атеқст аҟны иианагоит анбанқәа зегьы анбан дуқәа рахь.
The text in which capitals are converted to lower case letters.	Атеқст, зҟны анбан хәыҷқәа ԥсаххо анбан дуқәа рыла.
Converts text to a number.	Иианагоит атеқст ахыԥхьаӡарахь.
The text to be converted to a number.	Атеқст, ахыԥхьаӡарахь ииагахо.
Converts a number to text according to a given format.	Иианагоит ахыԥхьаӡара атеқст ахь иазалху аформат иақәыршәаны.
Format	Аформат
Length	Аура
New text	Атеқст ҿыц
The number to be formatted.	Иформатркхо ахыԥхьаӡара.
The number of characters for the start text.	Раԥхьатәи атеқст асимволқәа рыԥхьаӡа.
The number of characters for the end text.	Атеқст асимволқәа рхыԥхьаӡара.
The number of characters for the text.	Атеқст асимволқәа рхыԥхьаӡара.
The text to be repeated.	Иеиқәшәо атеқст.
The number of times the text is to be repeated.	Атеқст аиқәшәарақәа рыԥхьаӡа.
Substitutes new text for old text in a string.	Иаԥсахуеит ажәытәтәи атеқст ацәаҳәаҟны иҿыцу ала.
Search text	Иԥшаатәу атеқст
The text which is to replace the text string.	Атеқст, ацәаҳәа зыԥсахуа.
The number to be converted.	Иформатркхо ахыԥхьаӡара.
Minimum length	Иминималу аура
The text to be converted.	Аконвертациа ззухо атеқст.
Can be "osversion", "system", "release", "numfile", and "recalc".	Акәзар ауеит «osversion», «system», «release», «numfile», и «recalc».
Decimal separator	Ижәабатәу аиҟәшага
Number1	Ахыԥхьаӡара 1
Number2	Ахыԥхьаӡара2
Number1	Ахыԥхьаӡара1
The number of characters for the start text.	Раԥхьатәи атеқст асимволқәа рхыԥхьаӡара.
XML Document	XML адокумент
Red	Аҟаԥшь
Green	Аиаҵәа
All Styles	Астильқәа зегьы
Hidden Styles	Иҵәаху астильқәа
Applied Styles	Ахархәара змоу астильқәа
Custom Styles	Ахархәаҩ истильқәа
%PRODUCTNAME %PRODUCTVERSION Spreadsheet	%PRODUCTNAME %PRODUCTVERSION адиаграмма
- none -	- мап -
Standard Filter...	Истандарту афильтр...
Empty	Иҭацәуп
Append Sheet	Иацҵатәуп абӷыц
Default	Астандарт
Name Object	Аобиеқт ахьӡ
Insert Image	Ибжьаргылатәуп асахьа
Password:	Ажәамаӡа:
Incorrect Password	Ииашам ажәамаӡа
~End	Анҵәамҭа
Unknown	Идырым
~Minimum	Аминимум
~Maximum	Амаксимум
~Value	Аҵакы
System	Асистема
space	апробел
Select Sheets	Иалхтәуп абӷьыцқәа
~Selected sheets	Иалху абӷьыцқәа
Preview	Заатәи ахәаԥшра
Document view	Адокумент ахәаԥшра
Page preview	Адаҟьа заатәи ахәаԥшра
Header of page %1	Адаҟьа %1 хыхьтәи аколонтитул
Footer of page %1	Адаҟьа %1 ҵаҟатәи аколонтитул
This is where you enter or edit text, numbers and formulas.	Ара шәара иҭажәгалоит насгьы аредакциа рзыжәуеит атеқст, ахыԥхьаӡарақәеи аформулақәеи.
Media Playback	Амультимедиа
Formula Tool Bar	Аформулақәа рпанель
(read-only)	(аԥхьара мацара)
(Preview mode)	(Ахәаԥшра)
~Suppress output of empty pages	Иҭацәу адаҟьақәа кьыԥхьтәӡам
%PRODUCTNAME %s	%PRODUCTNAME %s
Updating external links.	Адәныҟатәи азхьарԥшқәа рырҿыцра.
Invalid value	Изымуа аҵакы.
No formula specified.	Аформула арбаӡам.
Formulas don't form a column.	Аформулақәа еиҿыркаауам аиҵагыла.
Formulas don't form a row.	Аформулақәа еиҿыркаауам ацәаҳәа.
Rename AutoFormat	Автоформат ахьӡ ԥсахтәуп
Delete AutoFormat	Ианыхтәуп автоформат
Do you really want to delete the # AutoFormat?	Даныхтәума ари ахархәаҩ?
~Close	Иарктәуп
Page Anchor	Адаҟьа адҳәалара
Condition 	Аҭагылазаашьа
Contents	Иаҵанакуа
Sheets	Абӷьыцқәа
Images	Асахьақәа
OLE objects	OLE аобиеқтқәа
Drawing objects	Асахьақәа
hidden	иҵәаху
Comment	Акомментари
Custom Sort	Ахархәаҩ ишрифтқәа
Function Wizard	Афункциақәа разҟаза
Cancel	Иаҟәыхтәуп
Formula	аформула
Expand Formula Bar	Иаарттәуп аформулақәа рпанель
Collapse Formula Bar	Иеикәарҳәтәуп аформулақәа рпанель
Author	Автор
Column deleted	Аиҵагыла аныхуп
Row deleted	Ацәаҳәа аныхуп
Sheet deleted	Абӷьыц аныхуп
Original	Аоригинал
Rejected	Иалхуп
Groups	Агәыԥқәа
Standard Error	Истандарттәу агха
Mode	Амода
Variance	Адисперсиа
Minimum	Аминимум
Maximum	Амаксимум
Uniform	Еицеиҟароу
Uniform Integer	Иецеиҟароу идескреттәу
Normal	Инормалтәу
Sigma	Сигма
Variable 1	Аҽеиҭак 1
Variable 2	Аҽеиҭак 2
Linear	Аҵәаӷәатә
Logarithmic	Алогарифмтә
Regression Model	Арегрессиатә модель
Intercept	А-Интернет
Millimeter	Амиллиметр
Centimeter	Асантиметр
Meter	Аметр
Kilometer	Акилометр
Inch	Адиуим
Foot	Афут
Miles	Мили
Point	Апункт
Data range:	Адырқәа рдиапазон:
Op_tions	Апараметрқәа
Alpha:	Альфа:
Parameters	Апараметрқәа
Rename	Ахьӡ ԥсахтәуп
Formatting	Аформатркра
Hide _formula	Иҵәахтәуп аформула
Hide _when printing	Иҵәахтәуп акьыԥхьраан
Labels	Анапаҵаҩрақәа
Character	Асимволқәа
Font	Ашрифт
Font Effects	Ашрифт аеффектқәа
_Columns	Аиҵагылақәа
_Rows	Ацәаҳәақәа
Add	Иацҵатәуп
Edit...	Иԥсахтәуп...
Remove	Ианыхтәуп
Apply Style:	Ихархәатәуп астиль
New Style...	Иаԥҵатәуп астиль...
Enter a value:	Иҭажәгал аҵакы:
More Options...	Еиҭа апараметрқәа...
Percent	Апроцент
Formula	Аформула
Example	Аҿырԥштәы
Today	Иахьа
Yesterday	Иацы
Tomorrow	Уаҵәы
This week	Ари амчыбжь
Last week	Иҳаҩсыз амчыбжь
Next week	Анаҩстәи амчыбжь
This month	Ари амза
Last month	Иҳаҩсыз амза
Next month	Анаҩстәи амза
This year	Ари ашықәс
Last year	Иҳаҩсыз ашықәс
Next year	Анаҩстәи ашықәс
Data Bar	Агистограмма
5 Quarters	Акварталқәа
Conditions	Аҭагылазаашьақәа
Range:	Адиапазон:
Cell Range	Абларҭақәа рдиапазон
_Function:	Афункциа:
Consolidate by	Еидҵатәуп ала
Create Names	Иаԥҵатәуп ахьӡқәа
_Service	Амаҵзура:
_Name	Ахьӡ
_Password	Ажәамаӡа
Selection	Алхра
Minimum:	Аминимум:
Maximum:	Амаксимум:
Positive:	Иҵоурақәоу:
Negative:	Иҵоурамқәа:
Fill:	Афаил:
Color	Аԥштәы
Gradient	Аградиент
Bar Colors	Аԥштәқәа
Middle	Агәҭа ала
Minimum bar length (%):	Иминималу аура (%):
Maximum bar length (%):	Имаксималу аура (%):
The minimum value must be less than the maximum value.	Иминималу аҵакы еиҵазароуп имаксималу аасҭа.
Name:	Ахьӡ:
_Type:	Атип:
_Ascending	Еиҵоу-еиҳаула
_Descending	Еиҳау-еиҵоула
_Manual	Напыла
Top	Хыхьла
Bottom	Ҵаҟала
Data Form	Адырқәа рформа
_Close	Иарктәуп
New Record	Иацҵатәуп анҵамҭа
_New	Иаԥҵатәуп
_Delete	Ианыхтәуп
Ne_xt Record	Анаҩстәи анҵамҭа
URL:	URL:
_Browse...	_Аҭыԥхәаԥшра...
Maximal Amount of Rows	Ацәаҳәақәа имаксималу рхыԥхьаӡара
Define Database Range	Иалхтәуп адырқәа рдиапазон
M_odify	Иԥсахтәуп
Insert or delete _cells	Ибжьаргылатәуп ма ианыхтәуп абларҭақәа
Keep _formatting	Еиқәырхатәуп аформатркра
Don't save _imported data	Еиқәырхатәӡам аимпорттә дырқәа
_Print range	Акьыԥхьра адиапазон
_Filter	Афильтр
Range _Options	Адиапазон апараметрқәа
Delete Cells	Ианыхтәуп абларҭақәа
Delete entire _row(s)	Ианыхтәуп ацәаҳәа шеибгоу
Delete entire _column(s)	Ианыхтәуп аиҵагыла шеибгоу
Delete Contents	Ианыхтәуп акомментари
Delete _all	Ианыхтәуп зегьы
_Text	_Атеқст
_Numbers	Ахыԥхьаӡарақәа
_Date & time	Арыцхәи аамҭеи
_Formulas	Аформулақәа
_Comments	Акомментариқәа
For_mats	Аформатқәа
_Objects	Аобиеқтқәа
Edit Setting	Иԥсахтәуп апараметрқәа
Insert as Hyperlink	Ибжьаргылатәуп агиперзхьарԥш ҳасабла
Insert as Link	Ибжьаргылатәуп азхьарԥш ҳасабла
_Action:	Аҟаҵара:
_Title:	Ахы:
_Browse...	Аҭыԥхәаԥшра...
Stop	Аанкылара
Macro	Амакрос
_seconds	асек.
Fill Series	Афаилтә маҵзурақәа
_Right	Арыӷьарахь
_Left	Арымарахь
Li_near	Аҵәаӷәатә
Da_te	Арыцхә
Da_y	Амш
_Month	Амза
Y_ear	Ашықәс
Left and Right Borders	Армарахтәии арӷьарахьтәии адаҟьақәа
_More Options...	Еиҭа апараметрқәа...
Format Cells	Абларҭақәа рформат
Numbers	Ахыԥхьаӡарақәа
Alignment	Аиҟаратәра
Background	Аҿаԥшыра
Conversion from text to number:	Атеқст аҟынтә ахыԥхьаӡарахь аиагара:
Use formula syntax	Ихархәатәуп аформулақәа рсинтаксис
All	Зегьы
label	Анапаҵаҩра
_Formula cell:	_Ахықәкыратә бларҭа
Title	Ахы
File Name	Афаил ахьӡ
Path/File Name	Амҩа/афаил ахьӡ
Pages	Адаҟьақәа
(none)	(мап)
of	ашәагаа:
Import File	Афаил аимпорт
_Character set:	Акодркра:
_Field delimiter:	Аҭагаларҭақәа реиҟәшага:
Insert Sheet	Ибжьаргылатәуп адиаграмма
_New sheet	Абӷьыц ҿыц
Na_me:	Ахьӡ:
_From file	Афаил аҟынтәи
Tables in file	Атаблицақәа афаил аҟны
Lin_k	Азхьарԥш
column	аиҵагыла
Merge Cells	Еидҵатәуп абларҭақәа
_Move	_Ииагатәуп
C_opy	_Акопиа ахыхтәуп
Action	Аҟаҵара
- new document -	- иаԥҵатәуп адокумент -
Location	Аҭыԥ
Name contains one or more invalid characters.	Ахьӡ иаҵанакуеит изымуа асимволқәа.
New _name	Ахьӡ _ҿыц
Interval:	Аинтервал:
_Formulas:	Аформулақәа:
Column:	Аиҵагыла:
Row:	Ацәаҳәа:
Data Range	Адырқәа рдиапазон
Scenarios	Асценари
Document	Адокумент
_File	_Афаил
_Edit	_Ариашара
St_yles	Астильқәа
F_ont	Ашрифт
_Number	Ахыԥхьаӡара
_Data	Адырқәа
_Insert	Ибжьаргылатәуп
_View	Ахәаԥшра
_Paragraph	Абзац
Grou_p	Агәыԥ
Accent 1	Акцент 1
Accent 2	Акцент 2
Accent 3	Акцент 3
_Help	Аилыркаага
_Alignment	Аиҟаратәра
_Cells	Абларҭақәа
C_olor	_Аԥштәы
_Language	_Абызшәа
_Media	Амедиа
F_rame	Афреим
Hyperlink	Агиперзхьарԥш
Heading 1	Ахы 1
Heading 2	Ахы 2
File	Афаил
Left	Арымарахь
Center	Ацентр ала
Right	Арыӷьарахь
